,Name,Address,Website,Contact,Email,VC,VC_Phone,REG,REG_Phone
543,Lala Lajpat Rai University of Veterinary & Animal Sciences ,Hisar      Haryana - 125004 ,,  ,,,,,
544,YMCA University of Science & Technology,Faridabad     Haryana - 121006 ,http://ymcaust.ac.in,0129-2310126  ,contact@ymcaust.ac.in,Lieutenant General Karan Singh Yadava is,,Mrs. Shimla,
545,Himachal Pradesh Technical University,Government Polytechnic  Baru  Hamirpur   Himachal Pradesh -  ,,  ,,Prof.S P Bansal,01972-224152,Sh Bacchan Singh,01972-224153
546,National University of Study & Research in Law,Polytechnic Campus  BIT Mesra  Ranchi   Jharkhand - 835217 ,http://nusrlranchi.com,0651- 2275250/6570860    0651-2275028 ,info@nusrlranchi.com  nusrlranchi@gmail.com  ,Prof.(Dr.) Kesava Rao Vurrakula,,Dr.M.R.Sreenivasa Murthy,
547,Rani Channamma University,"Vidyasangama,N.G-4  P.B Highway  Belagavi   Karnataka - 591156 ",www.rcub.ac.in,"0831-2565203,234  0831-2565234",rcuregistrar@gmail.com  registrar@rcub.ac.in,Prof. M Ramachandragowda,"0831-2565200,201 ",Prof. Basavaraj Pamashali,"0831-2565202,203"
548,Vijayanagara Sri Krishnadevaraya University,"Jnana Sagara Campus  Vinayaka Nagar  Contonment,Bellary   Karnataka - 583104 ",http://www.vskub.ac.in,08392-242873  ,,Prof. Manjappa .D Hosamane,08392-242720,Dr. Katepaga Vijay Kumar,08392-242703
549,Kerala University of Fisheries & Ocean Studies ,Ranangarh  Kochi    Kerala - 682506 ,www.kufos.ac.in ,"0484-2700964  2700598  2700274  2700596  2703782,2701095,2701085    0484-2700337  270378  2701085   2701095  2  ",utypanangad@kufos.ac.in ,Prof.(Dr.) B. Madhusoodana Kurup  ,,Dr. Abraham Joseph,0490-2365405 
550,Kerala Veterinary & Animal Sciences University,Pookot  Lakkidi PO  Wayanad    Kerala -  ,,  ,,Dr. B Ashok,0471-2444987 ,Dr. K.P.Sreekumar ,
551,Kerala University of Health Sciences,Trissur     Kerala - 680596 ,http://www.kuhs.ac.in,0487-2207664  2207612   0487-2207616,helpdesk@kuhas.ac.in   ,Dr.K. Mohandas ,,Dr.V. Ipe Varghese ,0487-2207604 
552,Madhya Pradesh Pashu Chikitsa Vigyan Vishwavidyalaya,Civil Lines Jabalpur    Madhya Pradesh - 482001 ,,  ,,,,,
553,Maharaja Ganga Singh University,National Highway No.-15 Jaisalmer Road Bikaner   Rajasthan-  ,,  ,,,,,
554,Mahamaya Technical University,C-22  Sector-62 Noida G.B. Nagar   Uttar Pradesh - 201301 ,,+91-0120-2472706  ,Info@mtu.ac.in,Prof. S. K. Kak,-2472734,Mr. Kalyan Singh,-2472761
555,Khwaja Moinuddin Chishti Urdu  Arabi-Farsi University,Sitapur - Hardoi Bypass Road  Near I.I.M. Lucknow   Uttar Pradesh - 226013 ,,  ,,,,,
556,Presidency University,86/1 College Street Kolkata    West Bengal - 700073 ,http://www.presiuniv.ac.in,(033) 22412738  (033)2257-2444(Fax),registrar@presiuniv.ac.in,Prof. Malabika Sarkar,,Prabir Dasgupta ,
557,Sidho-Kanho-Birsha University,"Administrative Building  Ranchi Road Campus  Near Sainik School,Purulia   West Bengal - 723104 ",http://www.skbu.ac.in,03252-202 419  ,registrar@skbu.ac.in,Prof.(Dr.) Dipak Ranjan Mandal,03252-202444,Dr.Nachiketa Bandyopadhyay,03252-202419
558,Uttarakhand Open University,"Near Transport Nagar,Teen Pani By Pass Road Post Office:- Industrial Estate Haldwani (Nainital)   Uttarakhand - 263139 ",,+91 5946 261122  ,http://uou.ac.in,Prof. Om Prakash Singh Negi,05946-286009 05646-263014,Mr. Bharat Singh,05946-286006
559,Maharishi Markandeshwar University,Sadopur-Ambala     Haryana - 134007 ,http://www.mmambala.org,0171-3041550  ,info@mmambala.org,Dr. Harish kumar Sharma,0171-304-1548,Prof. Raman Gupta,8059933100
560,Sri Sai University,Sungal  P.O.: Taragarh Palampur    Himachal Pradesh - 176081 ,http://www.srisaiuniversity.org,9736501212  9736501329  936501330  9736501266  9417050602  9736501261  9218450302  9736501201  9418950302  9736501262 ,contact@srisaiuniversity.com,Prof. S K Kaushal,"01894-236302,",Sh. A.N.Gupta,Null
561,Amity University,Maharajpura (Opposite Airport) Gwalior     Madhya Pradesh - 474 005 ,http://www.amity.edu,0751–2496025/26/27   08349994630  08349994631  08349994632 ,info@gwa.amity.edu  admission@gwa.amity.edu,Lt Gen V K Sharma  AVSM (Retd),0751-2496001,Mr Rajesh Jain,0751-2496021
562,ITM University,Opp. Sithouli Rly. Station NH-75  Jhansi Road Gwalior   Madhya Pradesh - 474001 ,www.itmuniversity.ac.in,9399405170,deputy.registrar@itmuniversity.ac.in,Prof. Dr. Kamal Kant Dwivedi,7770854333,Dr. Omveer Singh,0751-6560655  09399915081
563,Mahatama Gandhi University,13th Mile  G S Road Kanapara   Distt. Ri-Bhoi   Meghalaya - 793101 ,,  ,,,,Sh. S.K. Lamba,
564,University of Technology & Management,Bijni Complex (NEHU) Laitumkhrah  Shillong    Meghalaya - 793 001 ,http://www.utm.ac.in,0364-2500969/ 2500973/76  2500980   0364-2500676,info@utm.ac.in,Dr. S.J. Chopra,0364-2500969  2500975  2500980,Ms. Deepa Verma,0364-2500969  2500975  2500980
565,Sri Guru Granth Sahib World University,Fatehgarh Sahib     Punjab - 140 406 ,http://www.sggswu.edu.in,01763-234210  ,registrar@sggswu.edu.in,Dr. Prit pal Singh (Officiating),01763-232324,Dr. Pritpal Singh,01763-232311/234235
566,Raffles University,Japanese Zone  NH-8 District : Alwar  Neemrana    Rajasthan- 201705 ,www.rafflesuniversity.edu.in,01494-675555  01494-675505,registrar@rafflesuniversity.edu.in,Prof. (Dr.) C. A. Gurudath,01494-675518,Dr. Rahul Sharma,01494-675505
567,Homoeopathy University,Saipura  Sanganer Jaipur    Rajasthan- 302029 ,,  ,,Dr. K.C. Bhinda,,Dr. Tarkeshwar Jain,
568,Galgotias University,Plot No.2 Sec 17-A Yamuna Expressway  Gautam Budh Nagar   Uttar Pradesh -  ,http://www.galgotiasuniversity.edu.in,0120-4370000  Null,ceo@galgotiasuniversity.edu.in,Dr. Renu Luthara,0120-4806813,Mr Nitin Kumar Gaur,0120-4806806
569,Shiv Nadar University,Village Chithera Tehsil Dadri Distt. Gautam Budh Nagar    Uttar Pradesh - 203207 ,http://snu.edu.in,1800-102-1768  0120-2663801,info.pg@snu.edu.in  admissions@snu.edu.in,Dr Rupamanjari Ghosh,"0120-2663821,3819100-Ext-840",Mr. Sudhir Naudiyal,0120-3819100- ext-211 
570,Babu Banarasi Das University,55  Babu Banarasi Das Nagar Lucknow    Uttar Pradesh -  ,http://www.bbdu.ac.in,  ,,Prof. (Dr.) Arun Kumar Mittal,Null,Dr. Sudharma Singh,0522-3097828
571,Shri Venkateshwara University,"NH-24  Vankateshwara Nagar  Rajabpur  Gajraula  Distt:- Amroha,   Uttar Pradesh - 244 236 ",http://www.svu.edu.in,8477956666  8194005705  0592-2291235,info@svu.edu.in  registrar@svu.edu.in,Prof (Dr) P K Bharti,0592-2258325,Dr. P Madhusoodanan Pillai,0592-2258302  0592-2258325
572,Rajiv Gandhi University of Knowledge Technology,"Ground Floor,Vindhya C-4 Building IIIT-H Campus  Gachibowli Hyderabad   Telangana- 500032 ",http://www.rgukt.in/,040-23001830  ,generalenq@rgukt.in,Prof. R V Raja Kumar ,040-23001831,Prof. Karnati Somaiah ,040-23001830
573,Karnataka Sanskrit University,"Sri Chamarajendra Sanskrit College campus  Pampa Mahakavi Road,Chamarajpet Bangalore   Karnataka - 580018 ",http://www.ksu.ac.in,080-2670 1303  ,karnatakasanskrituniversity@gmail.com,Prof. Mallepuram G Venkatesha,080-2670 1303,Vidwan Pagoji P R,080 – 26701303
574,Indian Institute of Technology ,"PWD Rest House,Near Bus Stand Mandi    Himachal Pradesh - 175001 ",http://www.iitmandi.ac.in,0195-237731  ,director@iitmandi.ac.in,Prof.T.A Gonsalves,01905-237949,Dr.R.C. Sawhney,01905-237943
575,Indian Institute of Technology,M-Block Institute of Engg & Tech. Devi Ahilya Univ Indore   Madhya Pradesh - 452017 ,,  ,,Prof. Pradeep Mathur,022-2572245,,
576,Indian Institute of Technology,IIT Rajasthan Camp Office  Deptt of Computer Sc.& Tech.MBM Engineering College Jodhpur   Rajasthan- 342001 ,,  ,,Prof. Prem Kumar Kalra,"0512-2597258,2590763",,
577,"Indian Institute of  Information Technology,Design & Manufacturing(IIITDM)",Kancheepuram(IITM)  Madras Campus    Tamil Nadu - 600048 ,http://www.iiitdm.iitm.ac.in,044-27476300  ,office@iiitdm..ac.in,Prof R Gnanamoorthy,044-2747302,Lt. Col (Retd) Jayakumar,044-27476305
578,National Institute of Technology,Sikkim     Sikkim -  ,,  ,,,,,
579,National Institute of Technology,Arunachal Pradesh     Arunachal Pradesh -  ,,  ,,,,,
580,National Institute of Technology,Sikkim     Sikkim -  ,,  ,,,,,
581,National Institute of Technology,Uttarakhand     Uttarakhand -  ,,  ,,,,,
582,National Institute of Technology,Mizoram     Mizoram -  ,,  ,,,,,
583,National Institute of Technology,Nagaland     Nagaland -  ,,  ,,,,,
584,National Institute of Technology,Meghalaya     Meghalaya -  ,,  ,,,,,
585,National Institute of Technology,Goa     Goa -  ,,  ,,,,,
586,National Institute of Technology,Puducherry     Puducherry-  ,,  ,,,,,
587,National Institute of Technology,Delhi     Delhi-  ,,  ,,,,,
588,KSGH Music and Performing Arts University,LJB Road  Near Ashoka Circle Ladshmipuram  Mysore   Karnataka - 570004 ,http://www.musicuniversity.ac.in,0821-2402141   0821-2402114,,Prof. Nagesh V. Bettakote,0821-2332703,Prof. Nagesh V. Bettakote,0821-2402141
589,Assam Down Town University,Sankar Madhab Path  Gandhi Nagar  Panikhaiti  Guwahati  Assam  India - 781026      Assam -  ,www.adtu.in ,91-98641 37777  0361-2330008,"dutta2@sancharnet.in ,admissions@downtowngroup.in ",Dr. Nandita Choudhary,,Sh. Debojit Bhattacharya,
590,UKA Tarsadia University,Maliba Campus  Gopal Vidyanagar Baroli-Mahuva Road Dist. Surat  Gujarat     Gujarat - 394 350 ,http://www.utu.ac.in,02625-254144   255882  02625-255882,ceo@utu.ac.in ,Dr.Dinesh Kumar Rajmal Shah (Provost),02625-222180  02625-254144,Dr.Shree Misthra,0261-2730468  6353030096
591,NIILM University,99 Km Milestone  Main NH-65 Ambala Road  Kaithal    Haryana - 136 027 ,www.niilmuniversity.in,"09992800242,09992800283,09992800287  09992800289  09873344377 ",infoadmission@niilmuniversity.in ,Dr. Suresh Sachdev,Null,Sh. Sumesh Kumar,Null
592,Rabindranath Tagore University (formerly known as AISECT University),Chiklod Road  Near Bangrasia Chouraha Bhopal     Madhya Pradesh - 462047 ,www.aisectuniversity.ac.in,07480-295707   0755-6766100,info@aisectuniversity.ac.in,Prof. A K Gwal,,Dr Vijay Singh,0755-6766108
593,People's University,Bhanpur   Bhopal Madhya Pradesh-462037     Madhya Pradesh -  ,www.peoplesuniversity.edu.in,0755-4005291  4005265  0755-4005293,regstrar@peopleuniversity.edu.in,DR. RAJESH KAPUR,0755-4005263,DR. (MS.) NEERJA MALLICK,0755-4005291
594,Oriental University,Opp. Rewati Range Gate No.01  Post Aurobindo  Sanwer Road  Jakhya  Indore    Madhya Pradesh - 453 555 ,http://www.orientaluniversity.in,0731-32656651  3295651  ,registrar@orientaluniversity.in,Dr. V.D. Abraham  ,,Mr. Ritesh Mishra,
595,RKDF University,Airport By Pass Road Gandhi Nagar Bhopal   Madhya Pradesh -  ,www.rkdf.ac.in,0755-2740305  ,info@rkdf.ac.in,Dr V. K. Sethi,0755-2740304,Dr. B. N. Singh,0755-6455562
596,William Carey University,Nongmensong  Umkdait  Shillong   Meghalaya - 793019 ,http://www.williamcareyuniversity.ac.in,7005999538  Null,info@williamcareyuniversity.ac.in,Dr. Anand Kumar Gupta,9131112882,Dr. Soma Bhowmick,7005999533
597,ICFAI University,Khasra No. 505/1   Village: Jamdoli  Agra Road Jaipur   Rajasthan- 302 031 ,https://www.iujaipur.edu.in/,8426043404,registrar@iujaipur.edu.in,Dr Rajesh Kothari (President),8426043404,Dr G D Rathod,8426043404
598,ICFAI University,#5  HIMUDA Education Hub Kalujhinda  PO Mandhala Via Barotiwala  Baddi  Solan Distt Himachal Pradesh-174 103     Himachal Pradesh -  ,,  ,,Dr. O P Bajpai,,Sh. Sudhir Diwan,
599,ICFAI University,NH-6  Raipur-Bhilai Road Gram-Chorha  Rl Circle Ahiwara  Dhamdha  Distt: Durg Chhattisgarh     Chhattisgarh-  ,,  ,,Dr. S P Gupta,,Sh. Sudip Mukherji,
600,Pratap University,Village-Sunderpura (Chandwaji) Ajmer  Delhi-Mumbai Highway Jaipur  Rajasthan     Rajasthan-  ,http://www.pratap.edu.in,0142-6213582  0142-6213581 ," 	info@pratapuniversity.in",Lt. General R.K. Karwal (Retd.),,Dr. G. Mukherjee,
601,Manipal University,Dehmi-Kalan Jaipur-Ajmer Express Jaipur   Rajasthan- 303007 ,http://www.jaipur.manipal.edu,0141-3999100  ,admissions@jaipur.manipal.edu,Prof. SANDEEP SANCHETI ,0141-3999114,Dr. Vandana Suhag,0141-3999102
602,Sunrise University,Bagad Rajput Tech. Ramgarh  Alwar Rajasthan     Rajasthan-  ,,0144-5121144  9649903058,coe@sunriseuniversity.in,"Prof.(Dr,) S.K.Gupta",0144-5121144,Prof.(Dr.)R.S.Parihar,0144-5121144
603,JK Lakshmipat University,Laliya Ka Vas P.O. Mahapura  Ajmer Road Jaipur   Rajasthan- 302026 ,http://www.jklu.edu.in,91-141-7107500  ,registrar@jklu.edu.in,Dr. Roshan Lal Raina,91-141-7107501,K.K. Maheshwari,91-141-7154909
604,Mahatma Gandhi University of Medical Sciences & Technology,RIICO Institutional Area  Sitapur   Tonk Road  Jaipur-302 022 Rajasthan     Rajasthan-  ,,  ,,Dr. D.P. Punia,,Dr. A.K. Sharma  ,
605,Graphic Era Hill University,600  Bell Road  Clement Town  Dehradun (Main campus at Dehradun   Second campus at Garhwal Region (Belkhet Gram  District Pauri Garwal) and Third campus at Bhimtal Area of District Nanital  Dehradun (Uttarakhand)   Uttarakhand - 248 002 ,,  ,,Prof. (Dr.) Sanjay Jasola,,Sh. Devi Prasad Thapliyal,`
606,RK University,Rajkot-Bhavnagar Highway Kasturbadham Rajkot    Gujarat - 360 020 ,http://www.rku.ac.in,9909952030/31  ,info@rku.ac.in,Dr. T. R. Desai,Null,Sh. Narendra Ramani,
607,The Assam Kaziranga University,Jorhat  Assam     Assam -  ,www.kazirangauniversity.in,+91 376 2351433  ,info@kazirangauniversity.in,Dr. Sunil Rai,(0376) 2305502 - 03,Dr. Debashish Panda,(0376)2305500
608,Kalinga University,Village : Kotni  Post : Palaud   Thasil : Aarang   Naya Raipur    Chhattisgarh- 492 101  ,https://kalingauniversity.ac.in/,09303097001/02/03/04/05  ,kalingauniversity1@gmail.com ,Prof Dr R Shridhar,Null,Dr. Sandeep Gandhi,Null
609,Rai University,Saroda  Dholka Taluka  Ahmedabad  Gujarat     Gujarat - 382 260 ,http://www.raiuniversity.edu,09687688736  07574858437  07574858439  08980004322,provost@raiuniversity.edu  deputyregistrar@raiuniversity.edu  crd@raiuniversity.edu,Dr Kartik Jain,,Mr. Anil Tomer ,
610,AURO University of Hospitality and Management,Earthspace  Hazira Road Opposite ONGC   Surat  Gujarat.   Gujarat - 394510 ,http://aurouniversity.edu.in,0261-4088101  ,info@aurouniversity.edu.in,Prof. Avadhesh Kumar Singh,0261-4088105,Sh. Ajay Kumar Yadav,0261-4088162
611,M.V.N. University,74th KM mile stone  NH-2   Delhi-Agra Highway   Palwal   Haryana - 121105 ,http://mvn.edu.in,01275-329791  fax: 011-66173782,info@mvn.edu.in,Dr. J V Desai,01275-329791,Dr. Rahul Sharma,8397979236
612,Baba MastNath University,Asthal Bohar   Rohtak  Haryana.    Haryana - 124 021 ,http://bmu.ac.in,8683888830  8683888831  8683888832,registrarbmu@gmail.com  registrar@bmu.ac.in,Prof (Dr) Ram Sajan Pandey,9053066604,Prof (Dr) Vinod Kumar,9053066605
613,Ansal University ,Gurgaon  Haryana. Sector 55  Golf Course Road  Gurugram   Haryana - 122003 ,http://ansaluniversity.edu.in,Null  Null,Null,Prof. Raj Singh,124-4750426 ,Col Rajive Chauhan,"124-4750429,4750400,501"
614,Career Point University, Hamirpur  Himachal Pradesh     Himachal Pradesh -  ,http://www.cpuh.in,1972-269701  9625380006  9625380007  ,info@cpuniverse.in ,Dr. Mithilesh Dixit,9805947714,Sh. Sanjeev Sharma    ,
615,I.E.C. (India Education Centre) University,Baddi  Solan Himachal Pradesh    Himachal Pradesh -  ,http://iecuniversity.com,9459898200/201/202/206  1800-11-8787  011-26444838,admissions@iecuniversity.com,Prof. Bhanu P. S. Sagar,Null,Sh. KSR Murthy,Null
616,Jharkhand Rai University,Kamre  Ratu Road Ranchi   Jharkhand - 835222 ,http://www.jru.edu.in,9693296660  1800 120 2546,info@jru.edu.in ,Prof. (Dr.) Savita Sengar,9693296667,Dr. Piyush Ranjan,9693296667
617,Sai Nath University,Jirawar  Chandway- Kuchhu Road  P.O. - Ormanjhi Dist. - Ranchi   Jharkhand - 835219 ,http://www.sainathuniversity.com,8057112225  0651-2544082  0651-2544082,info@sainathuniversity.com,Dr. S.A. Malik,0651-254 4082,Mr. Rajendra Singh,
618,A.K.S. University ,Satna  Madhya Pradesh     Madhya Pradesh -  ,,  ,,Dr. Ashok Kumar,,Dr. R.S. Tripathi,
619,Swami Vivekanand University,N.H.26  Narsingpur Road  Sironja Sagar    Madhya Pradesh - 470 228 ,www.svnuniversity.co.in,07582-281000  07582-281353,info@svnuniversity.co.in,Prof. K. A. Manikumar,07582-281555,Mr. K. K. Shrivastava,07582-281003
620,Guru Kashi University,Sardoolgarh Road  Talwandi Sabo Bathinda  Punjab    Punjab - 151 302 ,http://www.gurukashiuniversity.in,01655-324777   ,info@gurukashiuniversity.in ,Dr. Nachattar Singh Malhi,,Sh. Satish Goswami,
621,Sri Sri University,Sri Sri Vihar  Vidyadharpur Arilo   Godi Sahi  Ward No. 3 Cuttack  Odisha.   Orissa - 754006 ,http://srisriuniversity.edu.in,0674-6611184  ,info@srisriuniversity.edu.in,Prof.(Dr.) S.K.Gakhar,0671-7132770,Cmde Ghanashyam Ojha,0671-7132565
622,Maharaj Vinayak Global University,Dhand  Amer  Jaipur   Rajasthan-  ,http://www.mvgu.ac.in,0141-2704229  0141-2703964,info@mvgu.ac.in,Dr. Manohar Bhat,01426-284175/284176,Dr. M. Christopher,01426-284175/284176
623,University of Engineering & Management,Jaipur  Rajasthan     Rajasthan-  ,,  ,,Prof. Satyajit Chakrabarti,,Prof. B. Chatterjee,
624,Career Point University,Kota  Rajasthan     Rajasthan-  ,,  ,,Dr. Mithilesh Dixit,,,
625,Vivekananda Global University,Sector 36  Sisyawas  NRI Road Jagatpura Jaipur    Rajasthan- 303 012 ,http://vgu.ac.in,"0141-4077999,9549360-111-222-333-444-555   0141-4077900(Fax)  Toll feer no. 1800-3-13-14-15 ",info@vgu.ac.in,Prof. Y K Vijay,0141-4077999  Extn : 4202 ,Prof Praveen Chaudhry,0141-4077999  Extn : 2205
626,Poornima University,  Ramchandrapura Sitapura Extension Jaipur  Rajasthan    Rajasthan-  ,,  ,,Prof. KKS. Bhatia,,Dr. Chandni Kirpalani,
627,Sangam University,NH-79  Bhilwara Chittor By-Pass Chittor Road  Bhilwara  Rajasthan    Rajasthan- 311 001 ,http://sangamuniversity.ac.in,01482-650505  650707  7891050000  7891050001  01482-249022 ,info@sangamuniversity.ac.in  admissions@sangamuniversity.ac.in ,Prof. B.R. Natarajan,,DIG Sharad Mantri TM(Retd),01482-249225 ext-103
628,Monad University ,Monad University Campus. N.H. 24  Delhi Hapur Road Village & Post Kastla  Kasmabad  P.O Pilakhwa  Dist. Hapur   Pilkhuwa  Distt. Hapur   Uttar Pradesh - 245101 ,http://www.monad.edu.in,0122-2327000 / 8475074951/52/53/54/55   ,admissions@monad.edu.in ,Prof.(Dr.) Mohd. Javed ,,Col. D.P. Singh,
629,NIIT University,N.H. 8  Delhi-Jaipur Highway Neemrana  Distt. Alwar   Rajasthan- 301705 ,http://www.niituniversity.in,01494-302415  01494-302412,Registrar@niituniversity.in  Registraroffice@niituniversity.in,Shri V S Rao,01494-660601,Shivendra Mathur,01494-660620
630,Dr. Y.S.R. Horticultural Univerity, P.O. Box No. 7 Venkataramannagudem West Godavari Distt.    Andhra Pradesh- 536 101 ,http://www.drysrhu.edu.in/,08818-284311  08818-284223,vcaphu@gmail.com  vc@drysrhu.edu.in,Dr.B.M.C. Reddy ,,Dr.B. Srinivasulu ,08818-210326 
631,National Law University and Judicial Academy,NEJOTI Building  B.K. Kakati Road Bholanath Mandir Parh  Ulubari Guwahati    Assam - 781 007 ,http://www.nluassam.ac.in/,0361-2738891/92  2738892  ,systems@nluassam .ac.in,PROFESSOR DR. GURJEET SINGH,080110-24040,KAUSAR JAMIL HILALY  ACS,80110-24050
632,Bodoland University,Debargaon  P.O. Rangalikhata Kokrajhar BTC  Assam   Assam - 783 370 ,http://www.bodolanduniversity.ac.in,03661-277149   ,registrar@bodolanduniversity.org,Prof.Laisram Ladu Singh,03661-277127,Dr.Prahallad Basumatary,03661-277183
633,Assam Rajiv Gandhi University of Co-operative Management,Sivasagar Guwahati  Assam.    Assam -  ,http://argucom.org.in,0361-2237253  ,dr.rafiquzz@yahoo.com   upload@argucom.org.in,,,,
634,Rajmata Vijayaraje Scindia Krishi Vishwa Vidyalaya,"Opp. Mela Ground Race Course Road Gwalior,Madhya Pradesh   Madhya Pradesh - 474 002 ",,  ,,Prof. A.K. Singh,0751- 2467673,Sh. H.S. Mehar,0751 - 2467066
635,Gondwana University,M.I.D.C. Road Complex Godchiroli  Maharashtra    Maharashtra - 422 605 ,www.gondwana.digitaluniversity.org  www.gondwanauniversity.org,  ,,Dr. Vijay Samshivrao Ainchwar,,Dr. Vinayak Irpate ,
636,Guru Ravidas Ayurved University,Jodhmal Hohiarpur  Punjab     Punjab -  ,,01882-243326  ,graupunjab@gmail.com,,,,
637,Swarnim Gujarat Sports University,Sector-19  Punit Van Road  Near : Suvidha Kenra PTC Building Campus  Gandhinagar    Gujarat - 382 019 ,,  ,,,,,
